,word,count
1713,brulee,1
1714,brumby,1
1715,brunch,17
1716,brunette,2
1717,brunswick,1
1718,brunt,4
1719,brush,10
1720,brushed,3
1721,brushes,4
1722,brushing,1
1723,brutal,13
1724,brute,2
1725,bu,6
1726,bub,7
1727,buba,1
1728,bubble,25
1729,bubbly,5
1730,bubby,1
1731,buck,36
1732,buckaroo,1
1733,bucket,15
1734,bucketing,2
1735,buckeye,1
1736,buckle,3
1737,buckwheat,1
1738,bucky,1
1739,bud,38
1740,budding,2
1741,buddy,117
1742,budget,27
1743,buff,6
1744,buffalo,9
1745,buffer,1
1746,buffet,9
1747,buffoon,1
1748,buffy,5
1749,bug,92
1750,bugaboo,1
1751,bugger,23
1752,buggery,2
1753,buggy,6
1754,build,53
1755,builder,6
1756,building,40
1757,built,24
1758,bulb,7
1759,bulk,7
1760,bulky,1
1761,bull,32
1762,bulldog,4
1763,bulldoze,1
1764,bullet,12
1765,bulletin,4
1766,bulletproof,1
1767,bullhorn,1
1768,bullish,1
1769,bullock,2
1770,bully,6
1771,bullying,2
1772,bum,25
1773,bumble,1
1774,bumblebee,1
1775,bumbo,1
1776,bummed,81
1777,bummer,104
1778,bumming,1
1779,bump,23
1780,bumper,7
1781,bumping,5
1782,bumpy,4
1783,bun,13
1784,buna,1
1785,bunch,88
1786,bundle,1
1787,bung,6
1788,bungee,1
1789,bunk,5
1790,bunny,46
1791,bur,2
1792,burbank,1
1793,burden,6
1794,burgh,2
1795,burglar,2
1796,burian,1
1797,buried,6
1798,burlesque,3
1799,burly,3
1800,burn,69
1801,burned,27
1802,burner,3
1803,burning,23
1804,burnout,3
1805,burnt,25
1806,burp,4
1807,burrito,10
1808,burst,11
1809,burton,3
1810,bury,2
1811,bus,94
1812,busby,1
1813,bush,15
1814,bushi,1
1815,business,141
1816,businessman,2
1817,buss,2
1818,bust,17
1819,busted,15
1820,buster,11
1821,bustling,1
1822,busy,340
1823,butane,1
1824,butch,1
1825,butcher,3
1826,butler,3
1827,butt,48
1828,butter,42
1829,buttercup,6
1830,buttered,1
1831,butterfly,12
1832,butterless,1
1833,buttermilk,1
1834,buttery,3
1835,buttock,2
1836,button,51
1837,buttons,13
1838,butty,3
1839,buy,469
1840,buyer,7
1841,buzz,21
1842,buzzard,1
1843,buzzer,1
1844,buzzing,4
1845,buzzy,1
1846,by,1
1847,bye,133
1848,byee,11
1849,bypass,2
1850,bystander,1
1851,c,361
1852,ca,35
1853,cab,20
1854,cabana,2
1855,cabaret,1
1856,cabbage,5
1857,cabernet,2
1858,cabin,5
1859,cabinet,5
1860,cable,56
1861,cabot,1
1862,cache,5
1863,cackle,1
1864,cacti,1
1865,cad,2
1866,cadaver,1
1867,caddie,1
1868,caddy,2
1869,cadet,3
1870,caduceus,1
1871,cafeteria,1
1872,caffeine,22
1873,cag,2
1874,cage,14
1875,caged,1
1876,cain,1
1877,cajun,1
1878,cake,139
1879,cakey,1
1880,cal,13
1881,calamine,1
1882,calcium,1
1883,calculate,3
1884,calculated,1
1885,calculating,2
1886,calculation,1
1887,calculator,4
1888,calculus,2
1889,calean,1
1890,calendar,14
1891,calender,3
1892,calf,6
1893,caliber,1
1894,calibrate,1
1895,calibration,1
1896,californium,45
1897,call,986
1898,caller,5
1899,calli,3
1900,calling,93
1901,calm,36
1902,calmer,2
1903,calorie,5
1904,calve,1
1905,calves,2
1906,cam,47
1907,camara,2
1908,camaraderie,1
1909,camb,1
1910,came,323
1911,camel,3
1912,cameo,3
1913,camera,134
1914,camilla,2
1915,camouflage,1
1916,camp,83
1917,campaign,20
1918,camper,11
1919,campfire,2
1920,campo,1
1921,campus,12
1922,can,1
1923,canada,81
1924,canal,7
1925,canari,1
1926,canary,1
1927,cancel,130
1928,cancellation,5
1929,cancer,44
1930,cand,2
1931,candela,1
1932,candid,7
1933,candidate,4
1934,candle,14
1935,candlelight,1
1936,candy,44
1937,cane,2
1938,canna,3
1939,canned,3
1940,cannel,1
1941,cannibal,1
1942,canning,2
1943,cannon,3
1944,cannot,147
1945,canoe,2
1946,canoeing,1
1947,canon,11
1948,cant,893
1949,cantaloupe,1
1950,cantar,1
1951,canteen,2
1952,canton,1
1953,canvas,3
1954,canyon,4
1955,cap,35
1956,capability,5
1957,capable,2
1958,capacity,7
1959,cape,7
1960,caper,2
1961,capes,5
1962,capital,8
1963,capitalism,1
1964,capitan,1
1965,capped,6
1966,cappy,2
1967,capsize,1
1968,capsule,1
1969,captain,18
1970,caption,5
1971,captivating,1
1972,captive,1
1973,capture,10
1974,car,399
1975,caramel,9
1976,caravan,2
1977,carbon,3
1978,carbonation,1
1979,card,152
1980,cardboard,8
1981,cardigan,4
1982,cardin,2
1983,carding,1
1984,cardstock,1
1985,care,380
1986,career,31
1987,carefree,2
1988,careful,42
1989,carefully,3
1990,careless,2
1991,carelessly,1
1992,carer,3
1993,caress,1
1994,cargo,1
1995,caricature,1
1996,carina,1
1997,carl,11
1998,carless,2
1999,carlin,1
2000,carling,1
2001,carls,1
2002,carman,9
2003,carmine,1
2004,carnage,1
2005,carnation,1
2006,carnival,6
2007,carnivore,3
2008,carnivorous,1
2009,carol,10
2010,caroline,9
2011,carp,2
2012,carpal,1
2013,carpent,2
2014,carpenter,1
2015,carpet,15
2016,carr,2
2017,carriage,1
2018,carried,7
2019,carrier,2
2020,carrot,16
2021,carry,24
2022,carrying,13
2023,cart,6
2024,carte,1
2025,carter,5
2026,cartilage,2
2027,carton,2
2028,cartoon,26
2029,cartridge,1
2030,carve,1
2031,carver,2
2032,casbah,1
2033,cascade,1
2034,case,160
2035,cash,44
2036,cashier,7
2037,cashmere,1
2038,casino,8
2039,cask,1
2040,cass,1
2041,casserole,1
2042,cassia,1
2043,cassie,6
2044,cast,25
2045,castaway,1
2046,caster,2
2047,casting,5
2048,castle,14
2049,casual,4
2050,casualty,1
2051,cat,233
2052,catalogue,3
2053,catalyst,3
2054,catan,1
2055,catastrophe,2
2056,catastrophic,1
2057,catbird,1
2058,catch,203
2059,catcher,2
2060,catching,46
2061,catchup,2
2062,catchy,12
2063,cate,2
2064,categorization,1
2065,category,13
2066,cater,9
2067,cateye,1
2068,catfish,3
2069,cathartic,1
2070,catholic,5
2071,catholicism,1
2072,catkin,1
2073,cattery,1
2074,cattle,2
2075,caught,108
2076,causality,1
2077,causation,1
2078,cause,468
2079,causing,13
2080,caution,2
2081,cautious,2
2082,cavalcade,1
2083,cavalier,2
2084,cave,15
2085,caving,1
2086,cavity,5
2087,cay,2
2088,cayman,1
2089,ce,5
2090,cease,5
2091,cedar,2
2092,cee,2
2093,ceiling,5
2094,celebrate,37
2095,celebrated,9
2096,celebration,24
2097,celebratory,2
2098,celebrity,39
2099,celery,3
2100,celeste,1
2101,celiac,4
2102,celibacy,1
2103,celibate,1
2104,cell,74
2105,cello,4
2106,cellophane,1
2107,cellular,1
2108,celt,2
2109,cement,2
2110,cemetery,1
2111,censor,3
2112,censorship,1
2113,census,1
2114,cent,18
2115,centenarian,1
2116,center,42
2117,centered,5
2118,centigrade,1
2119,cento,1
2120,central,23
2121,centric,2
2122,centroid,1
2123,century,19
2124,ceramics,1
2125,cere,1
2126,cereal,20
2127,ceremony,11
2128,certain,48
2129,certainly,69
2130,certainty,1
2131,certifiable,2
2132,certifiably,2
2133,certificate,7
2134,certification,1
2135,certified,7
2136,cervical,2
2137,cervix,1
2138,cess,2
2139,cest,1
2140,cha,28
2141,chaa,1
2142,chad,14
2143,chai,10
2144,chain,16
2145,chained,2
2146,chair,28
2147,chairman,1
2148,chairmanship,1
2149,chaise,2
2150,chaka,3
2151,chakra,1
2152,chal,4
2153,chalet,1
2154,chalk,5
2155,challenge,56
2156,cham,1
2157,chamber,3
2158,chameleon,2
2159,champ,5
2160,champagne,12
2161,champaign,1
2162,champer,3
2163,champion,18
2164,championship,14
2165,chance,255
2166,chandler,3
2167,chang,180
2168,change,285
2169,changeable,1
2170,changeling,1
2171,changer,1
2172,channel,75
2173,channeled,1
2174,channeling,1
2175,chant,2
2176,chanter,1
2177,chanting,1
2178,chaos,8
2179,chaotic,3
2180,chap,8
2181,chapel,3
2182,chaperon,1
2183,chappie,1
2184,chapt,1
2185,chapter,29
2186,char,22
2187,character,95
2188,characterist,1
2189,charade,1
2190,charcoal,3
2191,charge,50
2192,charger,21
2193,charging,19
2194,charisma,1
2195,charismatic,2
2196,charitable,1
2197,charity,16
2198,charm,26
2199,charming,7
2200,chart,9
2201,chase,21
2202,chaser,4
2203,chasing,12
2204,chasm,1
2205,chasten,1
2206,chastise,1
2207,chastisement,1
2208,chat,191
2209,chateau,2
2210,chatter,1
2211,chattering,1
2212,chatting,33
2213,chatty,12
2214,chay,1
2215,che,9
2216,cheap,74
2217,cheaply,1
2218,cheat,23
2219,cheater,2
2220,cheating,17
2221,check,646
2222,checkbook,1
2223,checked,94
2224,checkers,1
2225,checkup,2
2226,cheek,19
2227,cheeky,13
2228,cheep,3
2229,cheer,188
2230,cheered,9
2231,cheerful,5
2232,cheerfully,1
2233,cheering,16
2234,cheerio,5
2235,cheerleader,7
2236,cheery,4
2237,cheese,101
2238,cheeseburger,8
2239,cheesecake,15
2240,cheesy,10
2241,cheetah,4
2242,chef,24
2243,chela,1
2244,chemic,3
2245,chemical,2
2246,chemist,1
2247,chemistry,18
2248,cheque,7
2249,cherish,7
2250,cherry,25
2251,chess,6
2252,chest,32
2253,chester,9
2254,chesty,1
2255,chevron,1
2256,chevy,3
2257,chew,9
2258,chewy,2
2259,chi,19
2260,chia,1
2261,chic,10
2262,chick,66
2263,chickadee,1
2264,chicken,119
2265,chicky,2
2266,chico,6
2267,chief,8
2268,chiffon,1
2269,chil,2
2270,child,113
2271,childbirth,1
2272,childhood,17
2273,childish,2
2274,chile,16
2275,chili,8
2276,chill,80
2277,chilled,12
2278,chiller,2
2279,chilling,22
2280,chillness,1
2281,chilly,11
2282,chime,1
2283,chin,17
2284,china,29
2285,chinchilla,1
2286,chinned,1
2287,chino,2
2288,chip,34
2289,chipmunk,3
2290,chipped,1
2291,chipper,2
2292,chippy,3
2293,chips,36
2294,chiro,2
2295,chiropractor,2
2296,chirping,3
2297,chirpy,2
2298,chit,4
2299,chlorine,1
2300,cho,8
2301,chocolate,201
2302,choice,123
2303,choir,4
2304,choke,13
2305,choker,1
2306,cholera,1
2307,cholesterol,1
2308,chomp,6
2309,choose,69
2310,choosing,7
2311,chop,10
2312,chopin,1
2313,chopped,8
2314,chopper,1
2315,chopping,2
2316,choppy,4
2317,chopstick,1
2318,choral,1
2319,chord,7
2320,chore,10
2321,choreograph,2
2322,choreographer,1
2323,choreography,5
2324,chorus,4
2325,chose,21
2326,chosen,6
2327,chow,3
2328,chowder,1
2329,christening,3
2330,chrome,20
2331,chronic,4
2332,chronicle,4
2333,chronological,1
2334,chubby,3
2335,chuck,39
2336,chucking,4
2337,chuckle,14
2338,chucky,2
2339,chug,3
2340,chum,5
2341,chump,2
2342,chunk,5
2343,chunky,7
2344,church,96
2345,churchy,1
2346,chutney,1
2347,cider,10
2348,cig,3
2349,cigar,4
2350,cigarette,14
2351,cine,1
2352,cinema,40
2353,cinnamon,7
2354,circa,2
2355,circle,30
2356,circling,1
2357,circuit,3
2358,circulate,1
2359,circulation,3
2360,circumcision,1
2361,circumstance,14
2362,circus,10
2363,cisco,3
2364,cit,3
2365,citation,1
2366,cite,3
2367,citizen,13
2368,citizenship,1
2369,citrine,1
2370,citrus,4
2371,city,182
2372,civic,2
2373,civics,1
2374,civil,4
2375,civilian,1
2376,civilization,1
2377,clacker,1
2378,clad,1
2379,claim,26
2380,clam,2
2381,clamp,1
2382,clamshell,1
2383,clan,1
2384,clap,12
2385,clapping,5
2386,clarification,3
2387,clarify,6
2388,clarinet,1
2389,clarity,3
2390,clark,4
2391,clash,7
2392,class,216
2393,classes,73
2394,classic,50
2395,classical,8
2396,classification,1
2397,classified,2
2398,classmate,16
2399,classroom,2
2400,classwork,1
2401,classy,8
2402,claustrophobia,1
2403,claw,4
2404,clay,9
2405,claymore,1
2406,clean,144
2407,cleaner,10
2408,cleaning,55
2409,cleanliness,2
2410,cleanse,2
2411,cleanup,3
2412,clear,90
2413,clearance,3
2414,clearing,9
2415,clearly,46
2416,cleavage,1
2417,cleave,1
2418,cleaver,1
2419,cleche,1
2420,clef,3
2421,clem,1
2422,clement,2
2423,clench,1
2424,clergy,1
2425,clerk,4
2426,clever,36
2427,cleverly,1
2428,cliche,5
2429,click,122
2430,clicker,2
2431,clicky,2
2432,client,60
2433,cliff,5
2434,climactic,1
2435,climate,7
2436,climax,4
2437,climb,17
2438,climbing,6
2439,clinch,1
2440,cline,1
2441,cling,4
2442,clinging,1
2443,clingy,2
2444,clinic,9
2445,clinical,2
2446,clink,2
2447,clint,3
2448,clip,32
2449,clipper,4
2450,clips,11
2451,clipse,1
2452,clit,1
2453,clive,1
2454,cloak,1
2455,clobber,3
2456,clock,37
2457,clocked,1
2458,clockwise,1
2459,clockwork,4
2460,clog,2
2461,clone,8
2462,close,247
2463,closed,106
2464,closely,5
2465,closer,62
2466,closet,16
2467,closure,8
2468,clot,1
2469,clote,1
2470,cloth,5
2471,clothes,81
2472,clothing,9
2473,cloud,51
2474,clouded,1
2475,clouding,2
2476,cloudland,1
2477,cloudy,30
2478,clove,1
2479,clover,1
2480,clown,20
2481,club,153
2482,clubbing,7
2483,clubhouse,4
2484,clubman,1
2485,clue,48
2486,clumsy,12
2487,cluster,3
2488,clutch,6
2489,clutter,6
2490,coach,23
2491,coaching,10
2492,coal,2
2493,coarse,1
2494,coast,50
2495,coastal,3
2496,coaster,8
2497,coasting,1
2498,coat,13
2499,coated,1
2500,coating,2
2501,cob,1
2502,cobber,1
2503,cobbler,1
2504,cobra,7
2505,cobweb,2
2506,coca,3
2507,cocaine,3
2508,cock,13
2509,cocker,2
2510,cockle,1
2511,cockpit,2
2512,cockroach,2
2513,cocktail,15
2514,cocky,4
2515,coco,14
2516,cocoa,6
2517,coconut,7
2518,cod,14
2519,coda,1
2520,code,101
2521,codger,1
2522,coefficient,2
2523,coff,2
2524,coffee,313
2525,coffeehouse,1
2526,coffeepot,1
2527,coffin,3
2528,cog,3
2529,cogently,1
2530,coherence,1
2531,coin,13
2532,coincidence,15
2533,coincident,1
2534,coincidental,2
2535,coincidentally,4
2536,coincidently,1
2537,coke,26
2538,col,3
2539,cola,7
2540,cold,298
2541,colder,10
2542,cole,9
2543,coleslaw,1
2544,coli,2
2545,colin,17
2546,coliseum,2
2547,coll,2
2548,collaborate,1
2549,collaboration,7
2550,collage,4
2551,collapse,7
2552,collar,1
2553,collate,1
2554,colleague,9
2555,collect,28
2556,collectable,1
2557,collected,4
2558,collectible,1
2559,collection,31
2560,collective,4
2561,collector,2
2562,colleen,1
2563,college,106
2564,collide,1
2565,collie,2
2566,collier,1
2567,collin,2
2568,collins,4
2569,collision,1
2570,colon,3
2571,colonial,1
2572,colony,3
2573,color,84
2574,colorado,16
2575,colored,4
2576,colorful,6
2577,coloring,6
2578,colorist,1
2579,colorless,1
2580,colors,27
2581,colossal,1
2582,colossus,2
2583,colostomy,1
2584,colour,52
2585,colt,3
2586,columbium,5
2587,columbo,1
2588,column,12
2589,coma,4
2590,comb,2
2591,combat,3
2592,combination,24
2593,combine,10
2594,combined,6
2595,combining,2
2596,come,1698
2597,comeback,13
2598,comedian,10
2599,comedic,2
2600,comedy,28
2601,comer,1
2602,comes,223
2603,comet,8
2604,comfort,30
2605,comfortable,14
2606,comfortably,1
2607,comforter,2
2608,comforting,7
2609,comfy,18
2610,comic,42
2611,comical,5
2612,comically,1
2613,coming,630
2614,comma,5
2615,command,9
2616,commander,2
2617,commando,1
2618,commemorate,1
2619,commence,4
2620,commencement,2
2621,comment,264
2622,commentary,13
2623,commentate,1
2624,commentator,2
2625,commercial,35
2626,commie,1
2627,commissary,2
2628,commission,4
2629,commit,14
2630,commitment,7
2631,committee,2
2632,commodity,1
2633,commodore,6
2634,common,42
2635,commune,1
2636,communicate,6
2637,communicating,2
2638,communication,14
2639,communion,2
2640,communist,1
2641,community,49
2642,commute,6
2643,compact,3
2644,compacted,1
2645,companion,3
2646,company,117
2647,compare,22
2648,comparison,14
2649,compartment,1
2650,compass,3
2651,compassion,5
2652,compatibility,3
2653,compatible,9
2654,compatriot,1
2655,compel,1
2656,compelling,1
2657,compensate,4
2658,compensating,1
2659,compensation,2
2660,compete,6
2661,competition,38
2662,competitive,10
2663,competitiveness,1
2664,competitor,2
2665,compilation,1
2666,compile,3
2667,compiler,2
2668,complain,69
2669,complainer,2
2670,complaint,13
2671,complete,60
2672,completely,103
2673,complex,11
2674,compliant,1
2675,complicate,1
2676,complicated,25
2677,complication,4
2678,compliment,46
2679,complimentary,1
2680,comply,1
2681,component,6
2682,compos,4
2683,compose,5
2684,composed,1
2685,composer,1
2686,composition,4
2687,compost,2
2688,compound,1
2689,comprehend,1
2690,comprehensible,1
2691,comprehensive,2
2692,compress,1
2693,compressed,1
2694,compression,1
2695,compressor,1
2696,compromise,2
2697,compulsive,1
2698,compulsory,2
2699,computational,1
2700,compute,2
2701,computer,253
2702,comrade,1
2703,con,36
2704,concealer,2
2705,concentrate,12
2706,concentrated,1
2707,concept,20
2708,concern,22
2709,concerned,17
2710,concerning,5
2711,concert,235
2712,concession,2
2713,conch,2
2714,concierge,1
2715,concision,1
2716,conclude,3
2717,concluding,1
2718,conclusion,13
2719,concord,4
2720,concrete,6
2721,concur,8
2722,concussion,1
2723,cond,2
2724,condensation,2
2725,condense,2
2726,condensed,1
2727,condescending,1
2728,condition,17
2729,conditioner,7
2730,condolence,16
2731,conduct,1
2732,cone,8
2733,cones,2
2734,confectionary,1
2735,confederation,2
2736,conference,49
2737,confess,9
2738,confessing,1
2739,confession,4
2740,confidence,10
2741,confident,13
2742,confidential,2
2743,confidentiality,1
2744,confidently,2
2745,configuration,1
2746,confine,1
2747,confined,1
2748,confinement,1
2749,confirm,23
2750,confirmation,11
2751,confirmed,28
2752,confirming,4
2753,confiscate,1
2754,conflict,3
2755,conflicting,3
2756,conform,2
2757,conformance,1
2758,confront,5
2759,confuse,4
2760,confused,73
2761,confusion,8
2762,congee,1
2763,congeniality,1
2764,congested,3
2765,congestion,1
2766,congratulate,7
2767,congratulation,144
2768,congratulatory,1
2769,congress,4
2770,congressman,2
2771,conjugated,1
2772,conjure,2
2773,conk,3
2774,conn,1
2775,connect,60
2776,connected,21
2777,connection,61
2778,connector,3
2779,conquer,6
2780,conscientious,1
2781,conscious,4
2782,consciousness,3
2783,consecutive,4
2784,consensus,2
2785,consent,1
2786,consequence,6
2787,conservative,8
2788,conservatory,1
2789,consider,49
2790,considerate,3
2791,consideration,3
2792,considered,25
2793,considering,45
2794,consist,5
2795,consistency,2
2796,consistent,2
2797,consistently,3
2798,consol,5
2799,consolation,8
2800,console,7
2801,consolidate,1
2802,consolidation,1
2803,consonant,1
2804,consort,1
2805,conspiracy,8
2806,conspire,1
2807,conspiring,1
2808,constant,22
2809,constantly,20
2810,constellation,1
2811,constitute,1
2812,constitution,3
2813,construct,4
2814,construction,13
2815,constructive,4
2816,consult,5
2817,consultant,1
2818,consulting,4
2819,consume,4
2820,consumer,5
2821,consuming,4
2822,consumption,4
2823,contact,86
2824,contagious,6
2825,contain,10
2826,container,4
2827,conte,1
2828,contemplate,3
2829,contemporary,2
2830,contempt,2
2831,contender,1
2832,content,47
2833,contented,1
2834,contents,2
2835,contest,63
2836,contestant,1
2837,context,6
2838,contextual,1
2839,contiguous,1
2840,continent,5
2841,continental,2
2842,contingent,2
2843,continually,1
2844,continuation,2
2845,continue,60
2846,continued,6
2847,continuity,1
2848,continuous,3
2849,continuously,4
2850,contraceptive,1
2851,contract,29
2852,contractual,1
2853,contradict,2
2854,contradiction,3
2855,contradictory,1
2856,contraption,1
2857,contrary,1
2858,contrast,2
2859,contribute,12
2860,contribution,6
2861,contributor,1
2862,contrite,1
2863,control,62
2864,controller,6
2865,controversial,1
2866,controversy,2
2867,convene,1
2868,convenience,4
2869,convenient,10
2870,conveniently,2
2871,convent,4
2872,convention,13
2873,conversation,63
2874,conversational,1
2875,conversationalist,1
2876,converse,10
2877,conversion,3
2878,convert,12
2879,converted,9
2880,converter,2
2881,convertible,3
2882,converting,3
2883,convey,1
2884,convict,2
2885,conviction,2
2886,convince,28
2887,convinced,12
2888,convincing,3
2889,convocation,1
2890,coo,4
2891,cook,114
2892,cookbook,5
2893,cooker,2
2894,cookery,1
2895,cooking,50
2896,cookout,4
2897,cool,1136
2898,coolant,3
2899,cooler,30
2900,cooling,4
2901,coolness,9
2902,cooly,3
2903,coon,1
2904,coontail,1
2905,coop,2
2906,cooper,14
2907,cop,29
2908,cope,11
2909,copied,6
2910,coping,4
2911,copped,4
2912,copper,4
2913,copulate,1
2914,copy,100
2915,copycat,4
2916,copyright,12
2917,cor,5
2918,coral,1
2919,cord,9
2920,cordial,1
2921,cordoba,1
2922,cordy,1
2923,core,11
2924,corgi,2
2925,coriander,1
2926,corinne,2
2927,cork,3
2928,corked,1
2929,corm,1
2930,corn,11
2931,cornel,6
2932,corner,47
2933,cornerstone,2
2934,cornet,1
2935,cornflower,1
2936,corning,2
2937,cornucopia,1
2938,corny,8
2939,corona,4
2940,coroner,1
2941,corp,3
2942,corporate,5
2943,corporation,1
2944,corps,1
2945,corpse,2
2946,corpus,1
2947,correct,52
2948,corrected,9
2949,correcting,4
2950,correction,13
2951,correctly,12
2952,correlation,3
2953,correspond,1
2954,corrie,1
2955,corrupt,3
2956,corrupted,4
2957,corruption,2
2958,corse,1
2959,corset,2
2960,corvette,2
2961,cos,164
2962,cosine,1
2963,cosmetic,3
2964,cosmic,2
2965,cosmopolitan,1
2966,cosmos,2
2967,cost,89
2968,costa,6
2969,costar,1
2970,costing,1
2971,costly,4
2972,costume,14
2973,cosy,4
2974,coth,1
2975,cottage,7
2976,cotter,1
2977,cotton,6
2978,couch,41
2979,cougar,9
2980,cough,100
2981,could,1485
2982,council,12
2983,counsel,2
2984,counselor,3
2985,count,110
2986,counter,19
2987,counterclockwise,1
2988,counterpart,1
2989,counterpoint,1
2990,counting,28
2991,countless,2
2992,country,135
2993,countryside,5
2994,county,16
2995,coup,2
2996,coupe,1
2997,couple,231
2998,coupled,1
2999,coupling,1
3000,coupon,20
3001,coupure,1
3002,courage,4
3003,courageous,1
3004,courier,2
3005,course,387
3006,court,27
3007,courtesy,4
3008,courtship,1
3009,couscous,1
3010,cousin,82
3011,cove,2
3012,covent,1
3013,cover,107
3014,coverage,25
3015,covered,36
3016,covering,3
3017,cow,31
3018,coward,2
3019,cowardly,1
3020,cowbell,2
3021,cowboy,16
3022,cox,3
3023,coyote,3
3024,coz,130
3025,cozy,5
3026,crab,9
3027,crack,48
3028,crackdown,3
3029,cracked,12
3030,cracker,7
3031,crackers,9
3032,cracking,9
3033,crackle,1
3034,crackling,1
3035,cradle,3
3036,craft,11
3037,craftsmanship,1
3038,crafty,2
3039,cram,4
